AsOfDateTime,SecurityId,MetricName,MetricValue
1/18/2025 14:03,YAL88TQ,Yield,3.36
1/18/2025 11:02,YAL88TQ,Yield,3.92
1/18/2025 10:26,YAL88TQ,Mark,78.4
1/18/2025 10:09,YAL88TQ,Mark,116.0
1/18/2025 13:07,YAL88TQ,CurrentFace,2300000.0
1/18/2025 12:40,YAL88TQ,CurrentFace,1600000.0
1/18/2025 11:03,YAL88TQ,CurrentFace,1400000.0
1/18/2025 12:11,LBR15JO,TradePrice,118.8
1/18/2025 11:36,LBR15JO,Spread,6.0
1/18/2025 14:20,LBR15JO,Spread,9.0
1/18/2025 13:01,LBR15JO,Spread,7.0
1/18/2025 12:44,LBR15JO,Spread,2.0
1/18/2025 13:43,LBR15JO,Yield,5.03
1/18/2025 13:18,LBR15JO,Mark,80.9
1/18/2025 10:05,LBR15JO,Mark,109.6
1/18/2025 10:57,LBR15JO,Mark,104.1
1/18/2025 13:02,LBR15JO,Mark,113.4
1/18/2025 12:02,LBR15JO,CurrentFace,5900000.0
1/18/2025 13:53,LBR15JO,CurrentFace,19200000.0
1/18/2025 11:32,LBR15JO,CurrentFace,7700000.0
1/18/2025 9:34,LBR15JO,CurrentFace,8500000.0
1/18/2025 11:13,TZE82IG,TradePrice,120.6
1/18/2025 12:27,TZE82IG,TradePrice,87.4
1/18/2025 14:00,TZE82IG,TradePrice,123.2
1/18/2025 12:19,TZE82IG,TradePrice,125.2
1/18/2025 13:48,TZE82IG,Spread,12.0
1/18/2025 10:20,TZE82IG,Spread,4.0
1/18/2025 12:20,TZE82IG,Spread,12.0
1/18/2025 11:58,TZE82IG,Yield,2.6
1/18/2025 13:37,TZE82IG,Mark,80.4
1/18/2025 11:31,TZE82IG,Mark,79.8
1/18/2025 9:44,TZE82IG,Mark,103.8
1/18/2025 9:52,TZE82IG,CurrentFace,9300000.0
1/18/2025 10:42,TZE82IG,CurrentFace,2100000.0
1/18/2025 12:38,JCM10AV,TradePrice,122.8
1/18/2025 10:31,JCM10AV,TradePrice,91.8
1/18/2025 11:16,JCM10AV,TradePrice,96.2
1/18/2025 12:10,JCM10AV,TradePrice,124.4
1/18/2025 10:30,JCM10AV,Spread,2.0
1/18/2025 11:43,JCM10AV,Yield,5.84
1/18/2025 10:55,JCM10AV,Yield,7.06
1/18/2025 12:42,JCM10AV,Yield,1.73
1/18/2025 9:52,JCM10AV,Mark,78.4
1/18/2025 9:48,JCM10AV,Mark,87.2
1/18/2025 11:29,JCM10AV,CurrentFace,19600000.0
1/18/2025 14:09,JCM10AV,CurrentFace,7700000.0
1/18/2025 12:18,JCM10AV,CurrentFace,15100000.0
1/18/2025 11:39,JCM10AV,CurrentFace,5200000.0
1/18/2025 13:08,ZJK76DR,TradePrice,90.6
1/18/2025 11:54,ZJK76DR,TradePrice,125.2
1/18/2025 14:57,ZJK76DR,TradePrice,112.1
1/18/2025 11:43,ZJK76DR,TradePrice,123.3
1/18/2025 11:17,ZJK76DR,Spread,11.0
1/18/2025 12:52,ZJK76DR,Spread,4.0
1/18/2025 13:06,ZJK76DR,Spread,8.0
1/18/2025 10:15,ZJK76DR,Spread,1.0
1/18/2025 11:52,ZJK76DR,Yield,2.46
1/18/2025 14:31,ZJK76DR,Yield,4.66
1/18/2025 10:40,ZJK76DR,Yield,4.12
1/18/2025 11:28,ZJK76DR,Yield,1.55
1/18/2025 14:44,ZJK76DR,Mark,106.4
1/18/2025 10:43,ZJK76DR,Mark,105.1
1/18/2025 11:09,ZJK76DR,Mark,111.1
1/18/2025 10:35,ZJK76DR,Mark,85.6
1/18/2025 10:55,ZJK76DR,CurrentFace,5000000.0
1/18/2025 11:46,ZJK76DR,CurrentFace,3400000.0
1/18/2025 12:36,ZJK76DR,CurrentFace,12700000.0
1/18/2025 9:40,ZJK76DR,CurrentFace,3600000.0
1/18/2025 12:00,JPN92AH,TradePrice,102.0
1/18/2025 12:25,JPN92AH,TradePrice,87.3
1/18/2025 14:55,JPN92AH,TradePrice,97.9
1/18/2025 13:51,JPN92AH,Spread,1.0
1/18/2025 11:52,JPN92AH,Spread,6.0
1/18/2025 13:30,JPN92AH,Yield,4.38
1/18/2025 13:08,JPN92AH,Yield,4.82
1/18/2025 11:54,JPN92AH,Yield,6.85
1/18/2025 12:23,JPN92AH,Mark,86.9
1/18/2025 9:58,JPN92AH,Mark,76.1
1/18/2025 10:37,JPN92AH,Mark,109.9
1/18/2025 9:37,JPN92AH,CurrentFace,6400000.0
1/18/2025 11:54,LFL59PW,TradePrice,93.8
1/18/2025 10:50,LFL59PW,TradePrice,119.1
1/18/2025 10:34,LFL59PW,TradePrice,106.7
1/18/2025 14:15,LFL59PW,Spread,2.0
1/18/2025 13:22,LFL59PW,Spread,11.0
1/18/2025 13:03,LFL59PW,Spread,6.0
1/18/2025 10:35,LFL59PW,Spread,1.0
1/18/2025 14:25,LFL59PW,Yield,6.51
1/18/2025 11:24,LFL59PW,Mark,91.2
1/18/2025 9:39,LFL59PW,CurrentFace,1100000.0
1/18/2025 11:52,RND86XU,TradePrice,103.4
1/18/2025 10:05,RND86XU,Spread,9.0
1/18/2025 10:31,RND86XU,Yield,2.95
1/18/2025 13:07,RND86XU,Mark,111.2
1/18/2025 12:46,RND86XU,CurrentFace,9800000.0
1/18/2025 13:26,UXP54RA,TradePrice,86.6
1/18/2025 12:02,UXP54RA,TradePrice,95.2
1/18/2025 14:04,UXP54RA,TradePrice,97.5
1/18/2025 12:56,UXP54RA,Spread,9.0
1/18/2025 9:47,UXP54RA,Yield,5.9
1/18/2025 11:48,UXP54RA,Yield,5.91
1/18/2025 14:03,UXP54RA,Mark,94.3
1/18/2025 10:48,UXP54RA,Mark,97.9
1/18/2025 13:15,UXP54RA,CurrentFace,7800000.0
1/18/2025 13:19,UXP54RA,CurrentFace,9600000.0
1/18/2025 12:21,UXP54RA,CurrentFace,15200000.0
1/18/2025 12:52,HZI97XK,TradePrice,91.2
1/18/2025 13:06,HZI97XK,TradePrice,122.6
1/18/2025 14:46,HZI97XK,TradePrice,116.7
1/18/2025 13:05,HZI97XK,TradePrice,88.3
1/18/2025 9:46,HZI97XK,Spread,3.0
1/18/2025 14:33,HZI97XK,Spread,12.0
1/18/2025 14:21,HZI97XK,Spread,11.0
1/18/2025 12:13,HZI97XK,Spread,10.0
1/18/2025 11:05,HZI97XK,Yield,3.14
1/18/2025 11:20,HZI97XK,Yield,5.02
1/18/2025 9:55,HZI97XK,Yield,1.7
1/18/2025 13:54,HZI97XK,Mark,78.7
1/18/2025 10:27,HZI97XK,Mark,105.3
1/18/2025 14:28,HZI97XK,Mark,102.9
1/18/2025 10:43,HZI97XK,CurrentFace,2900000.0
1/18/2025 13:32,HZI97XK,CurrentFace,8900000.0
1/18/2025 12:33,HZI97XK,CurrentFace,1900000.0
1/18/2025 11:22,PXL69KL,TradePrice,108.2
1/18/2025 11:32,PXL69KL,Spread,7.0
1/18/2025 11:15,PXL69KL,Yield,6.33
1/18/2025 12:22,PXL69KL,Mark,84.9
1/18/2025 12:03,PXL69KL,Mark,76.2
1/18/2025 9:54,PXL69KL,Mark,112.1
1/18/2025 10:54,PXL69KL,CurrentFace,3600000.0
1/18/2025 9:37,PXL69KL,CurrentFace,6900000.0
1/18/2025 14:42,RRZ21YR,TradePrice,91.6
1/18/2025 11:29,RRZ21YR,TradePrice,95.4
1/18/2025 9:32,RRZ21YR,TradePrice,109.2
1/18/2025 13:54,RRZ21YR,TradePrice,110.0
1/18/2025 11:36,RRZ21YR,Spread,12.0
1/18/2025 12:33,RRZ21YR,Spread,1.0
1/18/2025 13:47,RRZ21YR,Yield,0.56
1/18/2025 14:56,RRZ21YR,Yield,5.13
1/18/2025 10:49,RRZ21YR,Yield,4.21
1/18/2025 13:14,RRZ21YR,Yield,3.39
1/18/2025 9:40,RRZ21YR,Mark,97.0
1/18/2025 10:06,RRZ21YR,Mark,78.2
1/18/2025 14:31,RRZ21YR,CurrentFace,4800000.0
1/18/2025 12:35,RRZ21YR,CurrentFace,16200000.0
1/18/2025 14:23,RRZ21YR,CurrentFace,15700000.0
1/18/2025 14:27,RRZ21YR,CurrentFace,19100000.0
1/18/2025 11:58,JMW11DH,TradePrice,106.0
1/18/2025 13:44,JMW11DH,TradePrice,108.7
1/18/2025 10:46,JMW11DH,TradePrice,89.3
1/18/2025 10:41,JMW11DH,TradePrice,122.1
1/18/2025 13:47,JMW11DH,Spread,7.0
1/18/2025 10:47,JMW11DH,Spread,9.0
1/18/2025 10:14,JMW11DH,Spread,9.0
1/18/2025 12:52,JMW11DH,Yield,0.92
1/18/2025 13:14,JMW11DH,Yield,1.38
1/18/2025 9:35,JMW11DH,Yield,3.48
1/18/2025 11:04,JMW11DH,Mark,76.5
1/18/2025 14:56,JMW11DH,Mark,88.5
1/18/2025 14:59,JMW11DH,CurrentFace,12100000.0
1/18/2025 14:02,JMW11DH,CurrentFace,18100000.0
1/18/2025 12:17,JMW11DH,CurrentFace,6100000.0
1/18/2025 11:01,JMW11DH,CurrentFace,3700000.0
1/18/2025 13:58,WTS85NW,TradePrice,101.4
1/18/2025 11:20,WTS85NW,TradePrice,116.7
1/18/2025 12:51,WTS85NW,TradePrice,124.1
1/18/2025 14:59,WTS85NW,Spread,5.0
1/18/2025 9:51,WTS85NW,Spread,9.0
1/18/2025 11:23,WTS85NW,Spread,2.0
1/18/2025 14:22,WTS85NW,Yield,4.22
1/18/2025 13:51,WTS85NW,Yield,4.9
1/18/2025 9:40,WTS85NW,Yield,2.02
1/18/2025 12:42,WTS85NW,Mark,92.1
1/18/2025 12:56,WTS85NW,CurrentFace,14700000.0
1/18/2025 11:34,WTS85NW,CurrentFace,6900000.0
1/18/2025 9:44,WTS85NW,CurrentFace,5600000.0
1/18/2025 11:47,GMD24AY,TradePrice,100.9
1/18/2025 13:13,GMD24AY,TradePrice,113.7
1/18/2025 10:00,GMD24AY,TradePrice,94.2
1/18/2025 12:29,GMD24AY,TradePrice,99.9
1/18/2025 11:11,GMD24AY,Spread,12.0
1/18/2025 10:14,GMD24AY,Spread,11.0
1/18/2025 13:22,GMD24AY,Spread,12.0
1/18/2025 9:54,GMD24AY,Yield,3.9
1/18/2025 13:07,GMD24AY,Yield,1.27
1/18/2025 10:47,GMD24AY,Yield,0.79
1/18/2025 14:43,GMD24AY,Mark,92.0
1/18/2025 12:04,GMD24AY,Mark,77.8
1/18/2025 13:47,GMD24AY,Mark,75.2
1/18/2025 13:49,GMD24AY,CurrentFace,16400000.0
1/18/2025 11:30,GMD24AY,CurrentFace,19000000.0
1/18/2025 10:41,GMD24AY,CurrentFace,5900000.0
1/18/2025 9:43,GMD24AY,CurrentFace,1600000.0
1/18/2025 12:21,HGH26BI,TradePrice,120.3
1/18/2025 10:36,HGH26BI,TradePrice,96.3
1/18/2025 12:11,HGH26BI,TradePrice,100.5
1/18/2025 10:11,HGH26BI,Spread,5.0
1/18/2025 11:13,HGH26BI,Spread,9.0
1/18/2025 12:53,HGH26BI,Spread,2.0
1/18/2025 9:54,HGH26BI,Yield,4.28
1/18/2025 12:36,HGH26BI,Yield,5.54
1/18/2025 11:54,HGH26BI,Yield,1.78
1/18/2025 14:09,HGH26BI,Mark,92.9
1/18/2025 12:27,HGH26BI,CurrentFace,12800000.0
1/18/2025 12:42,HGH26BI,CurrentFace,8800000.0
1/18/2025 13:12,PCS17XN,TradePrice,118.3
1/18/2025 13:58,PCS17XN,TradePrice,99.9
1/18/2025 13:59,PCS17XN,TradePrice,123.5
1/18/2025 14:49,PCS17XN,Spread,2.0
1/18/2025 13:56,PCS17XN,Spread,9.0
1/18/2025 13:16,PCS17XN,Spread,3.0
1/18/2025 10:03,PCS17XN,Spread,1.0
1/18/2025 11:28,PCS17XN,Yield,3.59
1/18/2025 13:06,PCS17XN,Yield,3.23
1/18/2025 11:44,PCS17XN,Yield,2.76
1/18/2025 13:36,PCS17XN,Yield,4.89
1/18/2025 9:47,PCS17XN,Mark,111.3
1/18/2025 14:41,PCS17XN,Mark,87.0
1/18/2025 14:03,PCS17XN,Mark,80.9
1/18/2025 14:23,PCS17XN,CurrentFace,6300000.0
1/18/2025 11:01,LAS87XO,TradePrice,117.6
1/18/2025 13:32,LAS87XO,TradePrice,100.7
1/18/2025 9:34,LAS87XO,TradePrice,103.6
1/18/2025 10:13,LAS87XO,TradePrice,109.8
1/18/2025 14:44,LAS87XO,Spread,8.0
1/18/2025 10:44,LAS87XO,Spread,9.0
1/18/2025 13:01,LAS87XO,Spread,2.0
1/18/2025 13:30,LAS87XO,Spread,8.0
1/18/2025 11:33,LAS87XO,Yield,6.67
1/18/2025 12:29,LAS87XO,Yield,7.74
1/18/2025 10:04,LAS87XO,Yield,3.45
1/18/2025 9:58,LAS87XO,Yield,7.19
1/18/2025 14:35,LAS87XO,Mark,77.5
1/18/2025 12:36,LAS87XO,Mark,106.0
1/18/2025 11:09,LAS87XO,Mark,113.4
1/18/2025 14:48,LAS87XO,Mark,93.4
1/18/2025 11:45,LAS87XO,CurrentFace,16500000.0
1/18/2025 13:45,SHY49RS,TradePrice,118.3
1/18/2025 14:31,SHY49RS,TradePrice,88.5
1/18/2025 14:52,SHY49RS,TradePrice,109.3
1/18/2025 11:58,SHY49RS,TradePrice,100.3
1/18/2025 10:19,SHY49RS,Spread,4.0
1/18/2025 12:17,SHY49RS,Yield,7.0
1/18/2025 11:11,SHY49RS,Yield,0.46
1/18/2025 9:54,SHY49RS,Yield,3.74
1/18/2025 11:54,SHY49RS,Yield,6.68
1/18/2025 13:29,SHY49RS,Mark,102.8
1/18/2025 14:10,SHY49RS,Mark,78.2
1/18/2025 10:49,SHY49RS,Mark,97.6
1/18/2025 11:38,SHY49RS,Mark,80.6
1/18/2025 14:38,SHY49RS,CurrentFace,9600000.0
1/18/2025 11:30,SHY49RS,CurrentFace,5300000.0
1/18/2025 12:59,AHZ12NA,TradePrice,100.0
1/18/2025 12:07,AHZ12NA,TradePrice,125.2
1/18/2025 9:49,AHZ12NA,TradePrice,112.2
1/18/2025 9:56,AHZ12NA,TradePrice,108.9
1/18/2025 12:45,AHZ12NA,Spread,10.0
1/18/2025 14:15,AHZ12NA,Spread,3.0
1/18/2025 10:55,AHZ12NA,Spread,3.0
1/18/2025 10:09,AHZ12NA,Spread,5.0
1/18/2025 10:14,AHZ12NA,Yield,6.9
1/18/2025 10:47,AHZ12NA,Yield,2.89
1/18/2025 14:08,AHZ12NA,Mark,102.7
1/18/2025 10:33,AHZ12NA,Mark,77.1
1/18/2025 12:21,AHZ12NA,CurrentFace,5600000.0
1/18/2025 9:31,EYF35OX,TradePrice,87.2
1/18/2025 14:13,EYF35OX,Spread,12.0
1/18/2025 9:36,EYF35OX,Spread,4.0
1/18/2025 13:35,EYF35OX,Spread,4.0
1/18/2025 14:24,EYF35OX,Yield,4.81
1/18/2025 13:29,EYF35OX,Yield,5.06
1/18/2025 14:23,EYF35OX,Yield,5.4
1/18/2025 12:50,EYF35OX,Yield,5.3
1/18/2025 10:51,EYF35OX,Mark,88.6
1/18/2025 13:47,EYF35OX,Mark,100.3
1/18/2025 14:03,EYF35OX,Mark,93.7
1/18/2025 13:33,EYF35OX,Mark,80.1
1/18/2025 9:47,EYF35OX,CurrentFace,4300000.0
1/18/2025 10:07,JLK41QT,TradePrice,108.3
1/18/2025 14:09,JLK41QT,TradePrice,116.8
1/18/2025 12:02,JLK41QT,TradePrice,116.4
1/18/2025 13:31,JLK41QT,Spread,8.0
1/18/2025 10:19,JLK41QT,Spread,5.0
1/18/2025 13:43,JLK41QT,Yield,4.0
1/18/2025 14:44,JLK41QT,Yield,0.39
1/18/2025 14:28,JLK41QT,Yield,2.37
1/18/2025 13:22,JLK41QT,Mark,77.8
1/18/2025 13:49,JLK41QT,CurrentFace,4500000.0
1/18/2025 12:52,ZIU48UU,TradePrice,86.2
1/18/2025 12:53,ZIU48UU,TradePrice,91.2
1/18/2025 10:04,ZIU48UU,TradePrice,115.2
1/18/2025 12:19,ZIU48UU,Spread,3.0
1/18/2025 10:17,ZIU48UU,Yield,7.72
1/18/2025 10:02,ZIU48UU,Mark,83.5
1/18/2025 13:45,ZIU48UU,Mark,93.2
1/18/2025 11:26,ZIU48UU,Mark,110.7
1/18/2025 10:15,ZIU48UU,Mark,79.6
1/18/2025 10:06,ZIU48UU,CurrentFace,11200000.0
1/18/2025 10:28,GTR84BF,TradePrice,94.6
1/18/2025 13:35,GTR84BF,TradePrice,124.3
1/18/2025 12:06,GTR84BF,TradePrice,87.4
1/18/2025 13:59,GTR84BF,TradePrice,120.8
1/18/2025 10:11,GTR84BF,Spread,2.0
1/18/2025 10:13,GTR84BF,Spread,8.0
1/18/2025 10:07,GTR84BF,Yield,0.38
1/18/2025 10:29,GTR84BF,Yield,0.93
1/18/2025 11:18,GTR84BF,Yield,2.97
1/18/2025 10:12,GTR84BF,Mark,82.9
1/18/2025 13:42,GTR84BF,Mark,109.6
1/18/2025 11:42,GTR84BF,Mark,96.7
1/18/2025 11:17,GTR84BF,CurrentFace,11300000.0
1/18/2025 15:00,BMV57TF,TradePrice,93.9
1/18/2025 9:57,BMV57TF,TradePrice,96.1
1/18/2025 14:58,BMV57TF,TradePrice,112.2
1/18/2025 13:17,BMV57TF,TradePrice,107.4
1/18/2025 14:13,BMV57TF,Spread,9.0
1/18/2025 12:04,BMV57TF,Yield,7.55
1/18/2025 13:21,BMV57TF,Yield,2.16
1/18/2025 10:16,BMV57TF,Mark,99.7
1/18/2025 10:46,BMV57TF,Mark,107.0
1/18/2025 10:12,BMV57TF,Mark,86.3
1/18/2025 9:31,BMV57TF,CurrentFace,17100000.0
1/18/2025 9:50,BMV57TF,CurrentFace,2200000.0
1/18/2025 14:40,BMV57TF,CurrentFace,7700000.0
1/18/2025 9:39,BMV57TF,CurrentFace,3600000.0
1/18/2025 10:21,BBQ17KZ,TradePrice,96.6
1/18/2025 10:29,BBQ17KZ,TradePrice,116.4
1/18/2025 13:29,BBQ17KZ,TradePrice,87.3
1/18/2025 11:36,BBQ17KZ,Spread,3.0
1/18/2025 14:31,BBQ17KZ,Spread,12.0
1/18/2025 13:19,BBQ17KZ,Spread,11.0
1/18/2025 13:02,BBQ17KZ,Spread,7.0
1/18/2025 9:53,BBQ17KZ,Yield,6.42
1/18/2025 10:13,BBQ17KZ,Mark,83.6
1/18/2025 10:52,BBQ17KZ,CurrentFace,16900000.0
1/18/2025 9:41,BBQ17KZ,CurrentFace,5800000.0
1/18/2025 12:26,GTI99LO,TradePrice,109.1
1/18/2025 9:50,GTI99LO,TradePrice,115.4
1/18/2025 11:23,GTI99LO,Spread,9.0
1/18/2025 13:41,GTI99LO,Spread,5.0
1/18/2025 13:03,GTI99LO,Yield,5.07
1/18/2025 11:39,GTI99LO,Mark,119.9
1/18/2025 10:05,GTI99LO,Mark,107.6
1/18/2025 11:26,GTI99LO,Mark,109.2
1/18/2025 13:07,GTI99LO,Mark,76.8
1/18/2025 9:47,GTI99LO,CurrentFace,1900000.0
1/18/2025 10:24,GTI99LO,CurrentFace,2600000.0
1/18/2025 11:34,GTI99LO,CurrentFace,15800000.0
1/18/2025 10:43,GTI99LO,CurrentFace,7900000.0
1/18/2025 13:01,FXK38HS,TradePrice,95.5
1/18/2025 11:11,FXK38HS,TradePrice,102.0
1/18/2025 9:46,FXK38HS,TradePrice,100.3
1/18/2025 13:32,FXK38HS,TradePrice,106.6
1/18/2025 9:49,FXK38HS,Spread,11.0
1/18/2025 10:07,FXK38HS,Spread,11.0
1/18/2025 9:30,FXK38HS,Spread,6.0
1/18/2025 10:57,FXK38HS,Spread,4.0
1/18/2025 12:36,FXK38HS,Yield,8.3
1/18/2025 10:48,FXK38HS,Yield,6.75
1/18/2025 11:22,FXK38HS,Yield,8.6
1/18/2025 11:13,FXK38HS,Yield,7.85
1/18/2025 14:34,FXK38HS,Mark,85.2
1/18/2025 11:56,FXK38HS,Mark,87.2
1/18/2025 10:54,FXK38HS,CurrentFace,8600000.0
1/18/2025 10:35,FXK38HS,CurrentFace,17800000.0
1/18/2025 9:39,FXK38HS,CurrentFace,2000000.0
1/18/2025 10:09,KGP30NU,TradePrice,96.3
1/18/2025 10:01,KGP30NU,TradePrice,104.3
1/18/2025 12:19,KGP30NU,TradePrice,100.0
1/18/2025 12:20,KGP30NU,Spread,7.0
1/18/2025 13:54,KGP30NU,Yield,4.38
1/18/2025 11:39,KGP30NU,Yield,3.4
1/18/2025 10:04,KGP30NU,Yield,7.59
1/18/2025 11:45,KGP30NU,Yield,7.27
1/18/2025 12:01,KGP30NU,Mark,80.1
1/18/2025 14:57,KGP30NU,Mark,97.8
1/18/2025 10:21,KGP30NU,Mark,107.9
1/18/2025 14:07,KGP30NU,Mark,95.6
1/18/2025 10:05,KGP30NU,CurrentFace,2700000.0
1/18/2025 12:03,KGP30NU,CurrentFace,15000000.0
1/18/2025 12:26,KGP30NU,CurrentFace,7500000.0
1/18/2025 10:26,KGP30NU,CurrentFace,14700000.0
1/18/2025 11:35,AEO16UL,TradePrice,94.3
1/18/2025 14:16,AEO16UL,Spread,6.0
1/18/2025 10:43,AEO16UL,Yield,7.12
1/18/2025 13:38,AEO16UL,Yield,8.44
1/18/2025 14:39,AEO16UL,Yield,1.98
1/18/2025 14:22,AEO16UL,Yield,2.08
1/18/2025 13:34,AEO16UL,Mark,75.3
1/18/2025 10:27,AEO16UL,Mark,99.4
1/18/2025 11:56,AEO16UL,Mark,82.1
1/18/2025 12:43,AEO16UL,Mark,116.4
1/18/2025 14:42,AEO16UL,CurrentFace,3200000.0
1/18/2025 10:32,AEO16UL,CurrentFace,7300000.0
1/18/2025 14:50,AEO16UL,CurrentFace,13000000.0
1/19/2025 12:10,WJB41XV,TradePrice,106.8
1/19/2025 11:28,WJB41XV,TradePrice,88.8
1/19/2025 11:21,WJB41XV,TradePrice,119.6
1/19/2025 13:48,WJB41XV,TradePrice,105.7
1/19/2025 10:38,WJB41XV,Spread,5.0
1/19/2025 11:52,WJB41XV,Spread,8.0
1/19/2025 12:21,WJB41XV,Spread,9.0
1/19/2025 11:18,WJB41XV,Spread,10.0
1/19/2025 13:24,WJB41XV,Yield,7.25
1/19/2025 11:50,WJB41XV,Mark,110.2
1/19/2025 14:26,WJB41XV,Mark,95.6
1/19/2025 13:00,WJB41XV,CurrentFace,17700000.0
1/19/2025 13:00,XVD17FP,TradePrice,90.0
1/19/2025 11:45,XVD17FP,TradePrice,85.5
1/19/2025 14:58,XVD17FP,Spread,8.0
1/19/2025 10:18,XVD17FP,Spread,10.0
1/19/2025 12:37,XVD17FP,Spread,6.0
1/19/2025 13:32,XVD17FP,Yield,3.2
1/19/2025 10:29,XVD17FP,Yield,7.35
1/19/2025 14:27,XVD17FP,Mark,97.9
1/19/2025 12:13,XVD17FP,Mark,85.6
1/19/2025 9:30,XVD17FP,CurrentFace,8500000.0
1/19/2025 10:44,MBZ91OQ,TradePrice,99.8
1/19/2025 14:35,MBZ91OQ,TradePrice,90.6
1/19/2025 13:28,MBZ91OQ,TradePrice,116.5
1/19/2025 14:19,MBZ91OQ,Spread,8.0
1/19/2025 11:09,MBZ91OQ,Spread,8.0
1/19/2025 12:37,MBZ91OQ,Spread,8.0
1/19/2025 13:15,MBZ91OQ,Yield,0.61
1/19/2025 9:46,MBZ91OQ,Yield,3.75
1/19/2025 9:37,MBZ91OQ,Yield,1.58
1/19/2025 10:41,MBZ91OQ,Yield,7.96
1/19/2025 13:02,MBZ91OQ,Mark,102.0
1/19/2025 13:01,MBZ91OQ,Mark,87.4
1/19/2025 14:24,MBZ91OQ,Mark,107.8
1/19/2025 9:56,MBZ91OQ,Mark,78.0
1/19/2025 14:47,MBZ91OQ,CurrentFace,7400000.0
1/19/2025 14:23,MBZ91OQ,CurrentFace,10600000.0
1/19/2025 14:43,WXT79MB,TradePrice,87.0
1/19/2025 11:57,WXT79MB,TradePrice,106.4
1/19/2025 14:09,WXT79MB,Spread,12.0
1/19/2025 12:10,WXT79MB,Spread,11.0
1/19/2025 10:45,WXT79MB,Spread,9.0
1/19/2025 12:08,WXT79MB,Spread,10.0
1/19/2025 13:08,WXT79MB,Yield,1.36
1/19/2025 11:46,WXT79MB,Yield,2.2
1/19/2025 13:06,WXT79MB,Mark,85.2
1/19/2025 10:08,WXT79MB,Mark,84.1
1/19/2025 12:59,WXT79MB,Mark,118.7
1/19/2025 13:45,WXT79MB,CurrentFace,19800000.0
1/19/2025 14:28,WXT79MB,CurrentFace,5000000.0
1/19/2025 10:00,YQW62ZF,TradePrice,113.6
1/19/2025 14:15,YQW62ZF,Spread,1.0
1/19/2025 10:05,YQW62ZF,Spread,6.0
1/19/2025 12:46,YQW62ZF,Yield,6.82
1/19/2025 10:34,YQW62ZF,Yield,6.28
1/19/2025 12:23,YQW62ZF,Yield,1.74
1/19/2025 11:49,YQW62ZF,Yield,1.08
1/19/2025 12:12,YQW62ZF,Mark,107.6
1/19/2025 11:38,YQW62ZF,Mark,112.8
1/19/2025 14:46,YQW62ZF,CurrentFace,14200000.0
1/19/2025 11:06,YQW62ZF,CurrentFace,15200000.0
1/19/2025 14:26,YQW62ZF,CurrentFace,12100000.0
1/19/2025 10:27,LGP30YU,TradePrice,116.5
1/19/2025 13:42,LGP30YU,TradePrice,106.0
1/19/2025 12:39,LGP30YU,TradePrice,92.0
1/19/2025 12:08,LGP30YU,TradePrice,120.1
1/19/2025 11:28,LGP30YU,Spread,6.0
1/19/2025 14:35,LGP30YU,Spread,2.0
1/19/2025 14:55,LGP30YU,Yield,0.85
1/19/2025 10:38,LGP30YU,Yield,7.04
1/19/2025 12:49,LGP30YU,Yield,7.14
1/19/2025 12:05,LGP30YU,Yield,7.06
1/19/2025 14:10,LGP30YU,Mark,78.8
1/19/2025 10:33,LGP30YU,CurrentFace,19600000.0
1/19/2025 13:18,CFN12WD,TradePrice,123.4
1/19/2025 12:26,CFN12WD,TradePrice,87.4
1/19/2025 13:03,CFN12WD,Spread,2.0
1/19/2025 13:37,CFN12WD,Yield,1.63
1/19/2025 11:36,CFN12WD,Yield,5.05
1/19/2025 12:30,CFN12WD,Mark,106.2
1/19/2025 11:38,CFN12WD,CurrentFace,4600000.0
1/19/2025 9:54,CFN12WD,CurrentFace,13300000.0
1/19/2025 11:48,CFN12WD,CurrentFace,14400000.0
1/19/2025 11:06,JQL24TF,TradePrice,117.7
1/19/2025 12:01,JQL24TF,TradePrice,98.9
1/19/2025 13:01,JQL24TF,TradePrice,108.5
1/19/2025 10:08,JQL24TF,Spread,11.0
1/19/2025 14:45,JQL24TF,Yield,6.17
1/19/2025 12:08,JQL24TF,Yield,5.92
1/19/2025 13:17,JQL24TF,Yield,4.11
1/19/2025 13:47,JQL24TF,Mark,77.4
1/19/2025 10:42,JQL24TF,Mark,108.6
1/19/2025 12:02,JQL24TF,CurrentFace,1600000.0
1/19/2025 14:00,JQL24TF,CurrentFace,15200000.0
1/19/2025 10:15,JUI05RA,TradePrice,103.5
1/19/2025 10:01,JUI05RA,TradePrice,88.3
1/19/2025 14:00,JUI05RA,TradePrice,116.9
1/19/2025 12:16,JUI05RA,Spread,7.0
1/19/2025 9:49,JUI05RA,Spread,9.0
1/19/2025 10:34,JUI05RA,Spread,11.0
1/19/2025 14:26,JUI05RA,Spread,10.0
1/19/2025 13:25,JUI05RA,Yield,3.05
1/19/2025 12:05,JUI05RA,Mark,87.4
1/19/2025 14:06,JUI05RA,Mark,87.3
1/19/2025 11:39,JUI05RA,CurrentFace,3000000.0
1/19/2025 11:45,JUI05RA,CurrentFace,1400000.0
1/19/2025 14:01,JUI05RA,CurrentFace,3400000.0
1/19/2025 9:39,MPZ70CG,TradePrice,118.6
1/19/2025 9:56,MPZ70CG,TradePrice,102.3
